wetlands,livestock,coal,ong,landfills,wastewater,other_anth,other_bio
498.2813485631004,0.0,0.0,71.08458615065697,0.0,0.10665162049150231,0.8419961389937999,39.67900892272745
511.3370919401351,0.0,0.0,160.74032888953178,0.0,0.10665167383558469,3.647229722960514,2075.40075591311
505.9351200692406,0.0,0.0,1.0344520644431794,0.0,0.10665188495003824,0.0,203.76605047603883
327.27432223986636,0.0,0.0,105.56622578246713,0.0,0.07874300262034696,5.837506458629945,39.363502654106995
148.63171573911072,0.0,0.0,426.35934527468913,0.0,0.050842626238016185,112.55493803138802,40.766540558173595
148.845876393101,0.0,0.0,424.9270275059648,0.0,0.050841361396985627,95.83268497353319,40.27243096039549
366.43412376583683,0.0,0.0,100.77109016462344,0.0,0.050841256093088955,15.331986064689575,38.01714484538727
874.0641389197025,0.0,0.0,0.9180541915766268,0.0,0.05084265755142682,0.1302604421493356,32.948509577198976
602.0538248972192,0.0,0.0,71.23281160401642,0.0,0.050841256093088955,71.69540630853368,32.948509577198976
480.13007439292267,0.0,0.0,15.313842195367377,0.0,0.050841361396985627,1.1404932015218563,37.457553023429
431.83503448364473,0.0,0.0,0.26729444342640635,0.0,0.050842626238016185,0.0,38.2307323601338
418.258662185165,0.0,0.0,0.037456138115868176,0.0,0.050841256093088955,0.025565726122008987,36.96314060584364
404.66777706899813,0.0,0.0,70.58769215130441,0.0,0.050842626238016185,14.502528945745375,17.278695787402377
595.7301332167266,0.0,0.0,32.122165041020104,0.0,0.050841361396985627,6.632525851660338,17.278695787402377
501.0547767855788,0.0,0.0,0.003913013428842064,0.0,0.050841256093088955,0.004027357569818362,17.278695787402377
230.6427571071388,0.0,0.0,0.0,0.0,0.05084265755142682,0.1303810212723751,17.278695787402377
99.96849587831127,0.0,0.0,0.0,0.0,0.050841256093088955,0.0,17.278695787402377
48.224480635059855,0.0,0.0,0.0,0.0,0.050841361396985627,0.0,17.278695787402377
86.5199629352621,0.0,0.0,0.0,0.0,0.050842626238016185,0.0,17.278695787402377
75.83939991008144,0.0,0.0,0.0,0.0,0.050841256093088955,0.0,19.051565786089252
65.15805018577176,0.0,0.0,0.0,0.0,0.050842626238016185,0.0,21.55173821642518
119.32684346014324,0.0,0.0,0.0,0.0,0.050841361396985627,0.022086664055119033,20.928336215288194
106.20938662717856,0.0,0.0,0.0,0.0,0.050841256093088955,0.1591973187609712,23.597305284086147
61.5484510374698,0.0,0.0,0.0,0.0,0.05084265755142682,0.0,30.067431631976838
45.122060530346815,0.0,0.0,0.0,0.0,0.050841256093088955,0.0,30.067431631976838
50.62006069626946,0.0,0.0,0.0,0.0,0.050841361396985627,0.0,28.788207825451202
163.46321044108447,0.0,0.0,0.0,0.0,0.05546640347427656,0.0,17.278695787402377
178.29917226539914,0.0,0.0,0.0,0.0,0.0734038504688597,0.0,413.545033516811
193.13758834830904,0.0,0.0,0.0,0.0,0.07468679958970532,0.0,1092.3105792496713
160.3891322387108,0.0,0.0,0.0,0.0,0.07468653388261386,0.0,9123.918386216817
126.83210499172941,0.0,0.0,0.0,0.0,0.07468685561184882,0.1302604421493356,3335.1685112565965
57.03274220399504,0.0,0.0,0.0,0.0,0.07468653388261386,0.0,702.9200424281569
53.75687099464084,0.0,0.0,0.0,0.0,0.07468685561184882,0.20610073419945815,22.977082407861115
95.41278104617567,0.00015449112819075853,0.0,0.0,0.0,0.0002263973668881064,0.03145523349389995,6.57617426256145
77.20755775245563,0.0,0.0,0.0,0.0,0.0,0.09169179400394065,6.57617426256145
9.994755050806257,0.0,0.0,0.0,0.0,0.0,0.054895763345812094,6.57617426256145
23.22641424901679,0.0,0.0,0.0,0.0,0.0,0.0,6.57617426256145
29.947067963382338,0.0,0.0,0.0,0.0,0.0,0.0,6.57617426256145
39.395173783375796,0.0,0.0,0.0,0.0,0.0,0.08713323944578559,6.57617426256145
47.08127020967008,0.0,0.0,0.0,0.0,0.0,0.017952622781345105,6.57617426256145
54.764793417526214,0.0,0.0,0.0,0.0,0.0,0.02749915687875617,6.57617426256145
5.476532052897147,0.0,0.0,0.0,0.0,0.0,0.02882689291734994,6.57617426256145
0.0,0.0006410939422315791,0.0,0.0,0.0,0.0,0.05588831714644405,6.57617426256145
134.215018392952,0.0007417833477614319,0.0,0.0,0.0,0.0,0.021805145002481166,4.948556276693548
138.93905354844472,0.0,0.0,0.0,0.0,0.0,0.027260752557511092,4.948556276693548
176.45626277483314,0.0,0.0,0.0,0.0,0.0,0.05050741159945057,4.948556276693548
134.62988716918176,0.0,0.0,0.0,0.0,0.0,0.014022770541150077,4.948556276693548
92.8016399626813,0.0,0.0,0.0,0.0,0.0,0.03675378098536882,4.948556276693548
94.41056372095449,0.0,0.0,0.0,0.0,0.0,0.02356836322685971,4.948556276693548
100.80555349689688,0.0,0.0,0.0,0.0,0.0,0.0,4.948556276693548
115.3175203677261,0.0,0.0,0.0,0.0,0.0,0.027493279994620864,4.948556276693548
174.98029314190828,0.0,0.0,0.0,0.0,0.0,0.04292648446424342,4.948556276693548
202.40512120794685,0.0,0.0,0.0,0.0,0.0,0.11810103025614475,4.948556276693548
219.08944021914164,0.0,0.0,0.0,0.0,0.0,0.05470254813963095,4.948556276693548
215.89604408490786,0.0,0.0,0.0,0.0,0.0,0.05304029815779531,2.474278138346774
212.70144542964178,0.0,0.0,0.0,0.0,0.0,0.004484047636118025,0.0
234.9260483313245,0.0,0.0,0.0,0.0,0.0,0.0359124099631566,0.0
260.03075417157135,0.0,0.0,0.0,0.0,0.0,0.034784482589809755,0.0
312.8572479697541,0.0,0.0,0.0,0.0,0.0,0.04180798381225844,0.0
288.65074848746957,0.0,0.0,0.0,0.0,0.0,0.028900593362785526,0.0
272.948543838379,0.0,0.0,0.0,0.0,0.0,0.08248850494420926,0.0
225.12099882666456,0.0,0.0,0.0,0.0,0.0,0.06087722906109593,0.0
238.07618914391014,0.0,0.0,0.0,0.0,0.0,0.04460428029109604,0.0
251.03973140755943,0.0,0.0,0.0,0.0,0.0,0.040683259683921655,0.0
207.5400232316505,0.0,0.0,0.0,0.0,0.0,0.04769413598902845,0.0
221.05785779540628,0.0,0.0,0.0,0.0,0.0,0.06677852846469533,0.0
263.90112224720485,0.0,0.0,0.0,0.0,0.0,0.013741301627772706,0.0
248.99211136391526,0.0,0.0,0.0,0.0,0.0,0.029183684037827017,0.0
235.5395764695662,0.0,0.0,0.0,0.0,0.0,0.05610996617491747,0.0
171.91534426658822,0.0,0.0,0.0,0.0,0.0,0.0089809990003889,0.0
158.79093946545743,0.0,0.0,0.0,0.0,0.0,0.03591321040757977,0.0
145.66088429094356,0.0,0.0,0.0,0.0,0.0,0.0333919354061974,0.0
14.566271814998322,0.0,0.0,0.0,0.0,0.0,0.017316657611389764,0.0
0.0,0.0007279263746702015,0.0,0.0,0.0,0.0,0.06910968883825785,0.0
190.1809828355292,7.456044790013672e-05,0.0,0.0,0.0,0.00010343153202200933,0.026579451599991887,8.994353683717053
242.35650071355806,0.0,0.0,0.0,0.0,0.0,0.0001670452564397335,8.994353683717053
294.5460899438997,0.0,0.0,0.0,0.0,0.0,0.00011221423494180014,8.994353683717053
306.9392059226068,0.0,0.0,0.0,0.0,0.0,0.00016442353655477153,8.994353683717053
289.99667777052406,0.0,0.0,0.0,0.0,0.0,3.656095964675009e-05,65.44725090555707
247.23682107969867,0.0,0.0,0.0,0.0,0.0,0.0001044341429559031,167.84988805127225
267.5623016434394,0.0,0.0,0.0,0.0,0.0,1.565631753189793e-05,47.85480300437098
287.60799577065467,0.0,0.0,0.0,0.0,0.0,6.785477088067676e-05,8.994353683717053
389.7373113404431,0.0,0.0,0.0,0.0,0.0,0.0,8.994353683717053
477.1545958650191,0.0,0.0,0.0,0.0,0.0,0.000163142826823409,18.204521522144642
564.5374615299182,0.0,0.0,0.0,0.0,0.0,0.0001526511632649401,27.415734129637016
578.0698758667612,0.0,0.0,0.0,0.0,0.0,8.089558024897784e-05,27.415734129637016
556.999725782515,0.0,0.0,0.0,0.0,0.0,7.828424718116749e-05,27.415734129637016
504.2950093452193,0.0,0.0,0.0,0.0,0.0,0.00019575441918922085,27.415734129637016
667.6892698573697,0.0,0.0,0.0,0.0,0.0,4.698312852612046e-05,27.415734129637016
732.9368292447281,0.0,0.0,0.0,0.0,0.0,0.00011746720508345259,27.415734129637016
690.0667491935875,0.0,0.0,0.0,0.0,0.0,0.00012532378365859198,27.415734129637016
539.4564149571114,0.0,0.0,0.0,0.0,0.0,0.00019829782097264715,27.415734129637016
388.84212000628565,0.0,0.0,0.0,0.0,0.0,0.00022833449684126725,27.415734129637016
416.06720508537046,0.0,0.0,0.0,0.0,0.0,0.00013705772424041428,27.415734129637016
388.3728242861557,0.0,0.0,0.0,0.0,0.0,8.352375238236113e-05,27.415734129637016
316.6945304457801,0.0,0.0,0.0,0.0,0.0,0.00025052709249909737,27.415734129637016
467.82693097629186,0.0,0.0,0.0,0.0,0.0,0.0002701198228139438,27.415734129637016
533.5348614763163,0.0,0.0,0.0,0.0,0.005422492083428613,8.483999552061296e-05,27.415734129637016
541.9092991100148,0.0,0.0,0.0,0.0,0.05421250170593039,0.0,27.415734129637016
495.71873995170273,0.0,0.0,0.0,0.0,0.05420768119462455,0.0,20.46385608950662
449.50523225206285,0.0,0.0,0.0,0.0,0.05421250170593039,0.0,13.25963316884543
667.3061971154581,0.0,0.0,0.0,0.0,0.05420771804160733,0.0,13.15078632008553
696.9815512074036,0.0,0.0,0.0,0.0,0.05420768119462455,0.0,52.06996739771417
709.7239481985607,0.0,0.0,0.0,0.0,0.05421252857333212,0.0,319.35401358544294
589.3555061895012,0.0,0.0,0.0,0.0,0.05420768119462455,0.0,157.95545906150778
528.6357182678549,0.0,0.0,0.0,0.0,0.05420771804160733,0.0,13.15078632008553
446.29829753945785,0.0,0.0,0.0,0.0,0.05421250170593039,0.010069782437732634,13.15078632008553
719.0267824740423,0.0,0.0,0.0,0.0,0.05420768119462455,0.07192326613278181,13.15078632008553
991.7859314383064,0.0,0.0,0.0,0.0,0.05421250170593039,0.28074575011888236,13.15078632008553
628.4888722654251,0.0,0.0,0.8175581496440172,0.0,0.05566104181245712,0.523853533722251,13.15078632008553
620.0688486667293,0.0,0.0,0.08455202081041595,0.0,0.05436048861238214,0.20478178230094377,13.15078632008553
694.6091938274125,0.0,0.0,0.0,0.0,0.05421252857333212,0.0,13.15078632008553
754.4948595906225,0.0,0.0,0.0,0.0,0.05420768119462455,0.0,13.15078632008553
777.3496599370975,0.0,0.0,0.0,0.0,0.05420771804160733,0.0,13.15078632008553
752.1676909376308,0.0,0.0,0.0,0.0,0.05421250170593039,0.0,13.15078632008553
984.1963360346356,0.0,0.0,0.0,0.0,0.05420768119462455,0.0,15.027752030923162
1216.2280639000858,0.0,0.0,0.0,0.0,0.05421250170593039,0.0,16.906190609078344
510.91028621865775,0.0,0.0,0.0,0.0,0.05420771804160733,0.0,16.906190609078344
403.9856669509184,0.0,0.0,0.0,0.0,0.05420768119462455,0.0,16.906190609078344
337.3994352583099,0.0,0.0,0.0,0.0,0.05421252857333212,0.0,16.906190609078344
508.8215543706935,0.0,0.0,0.0,0.0,0.05420768119462455,0.0,139.99847319668817
572.0157586018958,0.0,0.0,0.0,0.0,0.05420771804160733,0.0,363.2361780144354
479.46078321235825,0.0,0.0,0.0,0.0,0.05421250170593039,0.0,350.1592523698971
1944.3141457687373,0.0,0.0,0.0,0.0,0.05108725008365053,0.0,16.906190609078344
3409.1336399758034,0.0,0.0,0.0,0.0,0.04796075417622008,0.0,16.906190609078344
1034.147892985382,0.0,0.0,0.0,0.0,0.04796072065576432,0.0,16.906190609078344
1065.7183420458489,0.0035559860531449838,0.0,0.0,0.0,0.047960625653798356,0.0,16.906190609078344
1755.0615684175382,0.00023756529330944156,0.0,0.0,0.0,0.03981099547875729,0.0016282221874167082,16.906190609078344
2516.168052578482,0.0,0.0,0.0,0.0,0.007196091528247962,0.19691592311673023,16.906190609078344
2947.005292703443,0.0,0.0,0.0,0.0,0.0,0.1359930699994419,16.906190609078344
3888.8778237088704,0.0,0.0,0.0,0.0,0.0,0.04448274421405864,16.906190609078344
2454.9884274100145,0.0,0.0,0.0,0.0,0.0,0.008004988977814795,21.36996845187385
1021.1012883263716,0.0,0.0,0.0,0.0,0.0,0.0,25.8322852306352
1143.7351673542958,0.0,0.0,0.0,0.0,0.0,0.0,25.8322852306352
1058.3159801738839,0.0,0.0,0.0,0.0,0.0,0.0,25.8322852306352
827.0974708636387,0.0,0.0,0.0,0.0,0.0,0.0,649.2070587558447
822.7562598555041,0.0,0.0,0.0,0.0,0.0746523013746477,0.0,897.6326672028231
798.1385399944545,0.0,0.0,0.0,0.0,0.10664433027139719,0.0,96.9425237598304
593.2445664524108,0.0,0.0,0.0,0.0,0.10664454688754522,0.0,25.8322852306352
756.7171964780345,0.0,0.0,0.0106678128004575,0.0,0.10664428049197104,0.006326747096727224,26.736286347470454
920.1961612901605,0.0,0.0,0.02133528465012376,0.0,0.10664454688754522,0.15164969937537573,26.37468642149003
516.6790250694203,0.0,0.0,0.02133528465012376,0.0,0.10664433027139719,0.012652663199665402,25.8322852306352
442.80155173504926,0.0,0.0,0.02133528465012376,0.0,0.10664428049197104,0.012652663199665402,48.48323585946196
375.0419805250305,0.0,0.0,0.02133528465012376,0.0,0.10664698762876762,0.012652663199665402,1330.2434427537096
298.31561008957976,0.0,0.0,0.02133528465012376,0.0,0.10664428049197104,0.012652663199665402,2115.758251278701
272.59021511866536,0.0,0.0,0.02133528465012376,0.0,0.10664433027139719,0.012652663199665402,276.4212539441654
337.00195195209267,0.0,0.0,0.021335272332860044,0.0,0.10664454688754522,0.15134111859014865,27.829749839249473
365.5824120918361,0.0,0.0,0.045845575212886056,0.0,0.10664428049197104,0.5006651413755767,30.478996817614945
394.1785751469269,0.0,0.0,0.7831100036972941,0.0,0.10664454688754522,2.2897469443436202,32.72823020200619
427.75882992339785,0.0,0.0,1.890510291667084,0.0,0.10664433027139719,0.04058943956464722,39.74781420299673
537.9758826913792,0.0,0.0,208.29584652832884,0.0,0.10664428049197104,1.085285743838209,40.54716476346648
786.4162335548106,0.0,0.0,465.3766967969991,0.0,0.10664698762876762,48.717161248459476,40.54716476346648
949.8268133696455,0.0,0.0,287.61173583196546,0.0,0.10664428049197104,9.08435801024014,43.051866261401294
983.4540857229345,0.0,0.0,2.1628961858124165,0.0,0.10664433027139719,0.0,49.61843125256839
656.101746598791,0.0,0.0,0.10575479254156459,0.0,0.10664454688754522,0.0,44.12559147512356
536.458108305274,0.0,0.0,9.161572964747965,0.0,0.0787397299007135,0.7630721846605669,40.05072809426865
416.856224635105,0.0,0.0,21.346055578326027,0.0,0.050841716254017594,4.244401648938591,1135.237646111405
257.0519511693283,0.0,0.0,43.82619677047654,0.0,0.05084162764992002,10.402792336716688,3109.432853137844
349.1680678587754,0.0,0.0,9.646900739530556,0.0,0.05084160078251829,0.2694935131210435,36.29427369451954
605.5075780206126,0.0,0.0,43.45971997245374,0.0,0.05084174951928772,54.625248421788065,37.03650601432099
614.5323331663656,0.0,0.0,123.18566077851798,0.0,0.05084160078251829,48.46689070807683,37.03650601432099
621.9958745455294,0.0,0.0,199.1446234293993,0.0,0.05084162764992002,52.74420319150209,72.28735371258244
654.534928690873,0.0,0.0,0.0,0.0,0.050841716254017594,0.0,43.95429839896843
635.0016771652486,61.875933589832115,0.0,0.16505767975426872,0.0,0.05084128225616462,3.586711423208168,42.65795712425142
615.4999268584168,87.21016902342852,0.0,8.20325255676981,0.0,0.050841716254017594,8.766066087888294,31.74659690244342
595.2476214544103,22.300957644375522,0.0,3.671109879556188,0.0,0.05084162764992002,0.3765308719756892,19.219510372718588
455.13031057059266,0.0,0.0,0.0003928936975622486,0.0,0.05084160078251829,0.010909225539316534,17.405254359256435
133.4418893653557,0.0,0.0,0.0,0.0,0.05084174951928772,0.0005658553379043074,17.405254359256435
55.50548682650987,0.0,0.0,0.0,0.0,0.05084160078251829,0.0,17.405254359256435
24.350201436395086,0.0,0.0,0.0,0.0,0.05084162764992002,0.0,17.405254359256435
44.55556998638225,0.0,0.0,0.0,0.0,0.050841716254017594,0.0,25.29552429439684
38.9290372430194,0.0027479102614463543,0.0,0.0,0.0,0.05084128225616462,0.02320343096467517,31.446966960388117
33.30285247807787,0.0021373450556426213,0.0,0.0,0.0,0.050841716254017594,0.15440793275696232,19.18773271701575
82.7701082710963,0.03179071574814318,0.0,0.0,0.0,0.05084162764992002,0.29781212354715514,19.18773271701575
71.24766930233285,0.0073351204369430135,0.0,0.0,0.0,0.05084160078251829,0.06458456190297383,20.581843969978806
31.54148986592895,0.0,0.0,0.0,0.0,0.05084174951928772,0.0,23.834570206462775
32.449009133189605,0.0,0.0,0.0,0.0,0.05084160078251829,0.0,23.834570206462775
38.92820363583782,0.0,0.0,0.0,0.0,0.05274955156741534,0.0,23.191639896795387
93.7400440576061,0.0,0.0,0.0,0.0,0.0728780453326356,0.0760124694567034,17.405254359256435
106.93978042544416,0.0,0.0,0.0,0.0,0.07469089300691524,0.09772997016945859,20.27575533260968
120.13646143906476,0.0,0.0,0.0,0.0,0.07469185414537755,0.0,23.145379064662727
86.95872218751407,0.0,0.0,0.0,0.0,0.07469089747266383,0.0,130.90210001323223
